acc.date,aircraft_type,operator,fatalities,damage,year
2019-01-21,Aero Modifications Ami Dc-3-65Tp,Priority Air Charter,2,Substantial,2019
2019-01-22,Boeing 737-8Lj (Wl),Aeroflot Russian International Airlines,0,None,2019
2019-01-23,De Havilland Canada Dhc-8-102 Dash 8,Air Creebec,0,Substantial,2019
2019-01-26,Airbus A321-231,Onur Air,0,Substantial,2019
2019-01-28,Airbus A320-214 (Wl),Frontier Airlines,0,Substantial,2019
2019-01-28,Boeing 727-2B6 Adv. (F),Kalitta Charters,0,Substantial,2019
2019-01-28,Atr 72-500 (72-212A),"Air Europa, Opb Swiftair",0,Substantial,2019
2019-01-29,Beechcraft B200 King Air,Guardian Flight,3,Written Off,2019
2019-01-30,Beechcraft 200 Super King Air,Air Tindi,2,Written Off,2019
2019-02-03,Boeing 787-8 Dreamliner,United Airlines,0,None,2019
2019-02-04,Boeing 737-332,"Tarco Air, Opf Sudan Airways",0,None,2019
2019-02-05,Boeing 737-823 (Wl),American Airlines,0,None,2019
2019-02-08,Airbus A321-251N,Novair,0,Substantial,2019
2019-02-08,Convair C-131B Samaritan,Conquest Air Cargo,1,Written Off,2019
2019-02-09,Cessna 208 Caravan I,Rico Taxi Aéreo,0,Substantial,2019
2019-02-09,Embraer Erj 190Ar (Erj-190-100 Igw),Kenya Airways,0,Substantial,2019
2019-02-09,Embraer Erj 190Ar (Erj-190-100 Igw),Kenya Airways,0,Substantial,2019
2019-02-11,Raytheon Beechjet 400A,Stein'S Aircraft Services,0,Substantial,2019
2019-02-13,Embraer Erj-175Lr (Erj-170-200 Lr),"Delta Airlines, Opb Compass Airlines",0,Minor,2019
2019-02-13,De Havilland Canada Dhc-6 Twin Otter 300,Winair,0,None,2019
2019-02-13,Boeing 787-9 Dreamliner,Klm Royal Dutch Airlines,0,Minor,2019
2019-02-13,Boeing 747-406M,Klm Royal Dutch Airlines,0,Minor,2019
2019-02-17,Boeing 737-832 (Wl),Delta Air Lines,0,None,2019
2019-02-23,Boeing 767-375Er (Bcf) (Wl),"Amazon Air, Opb Atlas Air",3,Written Off,2019
2019-02-24,Boeing 737-8E9 (Wl),Biman Bangladesh Airlines,1,Minor,2019
2019-02-25,De Havilland Canada Eo-5C (Dhc-7-102),United States Army,0,Substantial,2019
2019-02-26,Gulfstream G200 Galaxy,Silk Way Business Aviation,0,Substantial,2019
2019-02-27,Boeing 777-223Er,American Airlines,0,None,2019
2019-02-28,Embraer Erj-195Lr (Erj-190-200 Lr),Flybe,0,None,2019
2019-03-02,De Havilland Canada Dhc-8-402Q Dash 8,Flybe,0,Substantial,2019
2019-03-03,Bombardier Bd-100 Challenger 350,Private,0,Written Off,2019
2019-03-03,Airbus A320-214 (Wl),Avianca Brasil,0,Substantial,2019
2019-03-03,Honda Ha-420 Hondajet,Banyan Jet Service,0,Written Off,2019
2019-03-03,Beechcraft 1900D,Tassili Airlines,0,Substantial,2019
2019-03-04,Cessna 208B Grand Caravan,Amik Aviation,0,Substantial,2019
2019-03-04,Embraer Emb-145Xr,"United Express, Opb Commutair",0,Substantial,2019
2019-03-07,Learjet 35A,Baires Fly,0,Substantial,2019
2019-03-09,Gulfstream G-Iv,Waffle House Inc.,0,Substantial,2019
2019-03-09,Douglas Dc-3,Laser Aéreo Colombia,14,Written Off,2019
2019-03-10,Boeing 737-832 (Wl),Delta Air Lines,0,Substantial,2019
2019-03-10,Bombardier Crj-900Lr,"Psa Airlines, Opf American Eagle",0,Substantial,2019
2019-03-10,Bombardier Cl-600-2C10 Regional Jet Crj-702Er,"Psa Airlines, Opf American Eagle",0,Substantial,2019
2019-03-10,Hawker Siddeley Hs-125-600A,Private,1,Written Off,2019
2019-03-10,Boeing 737 Max 8,Ethiopian Airlines,157,Written Off,2019
2019-03-11,De Havilland Canada Cc-138 Twin Otter (Dhc-6),Royal Canadian Air Force - Rcaf,0,Substantial,2019
2019-03-12,Beechcraft A100 King Air,Golden Wings Aviation Inc.,0,Substantial,2019
2019-03-14,Cessna 650 Citation Iii,Rp Sales And Leasing Inc.,0,Substantial,2019
2019-03-18,Iai 1124 Westwind,Sundance Airport Fbo Llc,2,Written Off,2019
2019-03-18,Bombardier Bd-100-1A10 Challenger 300,Berjaya Air,0,Substantial,2019
2019-03-19,Fokker 100,Iran Air,0,Substantial,2019
2019-03-21,Atr 72-500 (72-212A),Afrijet,0,Substantial,2019
2019-03-22,Rockwell Sabreliner 60,Private,0,Written Off,2019
2019-03-23,Airbus A320-232,Wizz Air,0,Minor,2019
2019-03-23,Beechcraft B200 Super King Air,Major Blue Air,1,Written Off,2019
2019-03-27,Boeing 737-7H4 (Wl),Southwest Airlines,0,Substantial,2019
2019-03-27,Antonov An-2,Empresa Nacional De Servicios Aéreos-Ensa,0,Substantial,2019
2019-04-03,Airbus A320-214,Easyjet,0,Minor,2019
2019-04-04,Mcdonnell Douglas Md-88,Delta Air Lines,0,Substantial,2019
2019-04-04,De Havilland Canada Dhc-8-402Q Dash 8,Austrian Airlines,0,Substantial,2019
2019-04-08,British Aerospace 4100 Jetstream 41,Sky High Aviation Services,0,Substantial,2019
2019-04-10,Airbus A321-231 (Wl),American Airlines,0,Substantial,2019
2019-04-11,Boeing 737-924Er (Wl),United Airlines,0,None,2019
2019-04-13,Rockwell Sabreliner 65,Classic Aviation,3,Written Off,2019
2019-04-14,Let L-410Uvp-E20,Summit Air,0,Written Off,2019
2019-04-16,Bombardier Bd-700-1A11 Global 5000,Luftwaffe,0,Substantial,2019
2019-04-16,Pilatus Britten-Norman Bn-2B-27 Islander,Archipiélagos Servicios Aéreos,6,Written Off,2019
2019-04-22,Airbus A320-232 (Wl),Thai Smile,0,None,2019
2019-04-22,Antonov An-26,Asia Airways,0,Substantial,2019
2019-04-23,Cessna 208 Caravan I,Private,0,Substantial,2019
2019-04-24,Beechcraft B200 Super King Air,Keewatin Air,0,Substantial,2019
2019-04-24,Cessna 551 Citation Ii/Sp,Private,0,Substantial,2019
2019-04-30,Boeing 737-33A (Wl),Jet2,0,Substantial,2019
2019-04-30,Boeing 737-73S (Wl),Ryanair,0,Substantial,2019
2019-05-02,Boeing 737-8Gj (Wl),T'Way Air,0,None,2019
2019-05-03,Douglas C-47A-25-Dk (Dc-3C),Buffalo Airways,0,Substantial,2019
2019-05-03,Boeing 737-81Q (Wl),Miami Air International,0,Substantial,2019
2019-05-04,Antonov An-2R,Voskhod Llc,0,Substantial,2019
2019-05-04,Learjet 45,Skyservice Business Aviation,0,Unknown,2019
2019-05-05,Canadair Cl-600-2B16 Challenger 601-3A,Compañia De Aviación Y Logística Empresarial,13,Written Off,2019
2019-05-05,Sukhoi Superjet 100-95B,Aeroflot Russian International Airlines,41,Written Off,2019
2019-05-07,Antonov An-2R,Private,0,Written Off,2019
2019-05-07,De Havilland Canada Dhc-6 Twin Otter 300,Air Inuit,0,Substantial,2019
2019-05-08,De Havilland Canada Dhc-8-402Q Dash 8,Biman Bangladesh Airlines,0,Written Off,2019
2019-05-10,De Havilland Canada Dhc-8-311 Dash 8,"Air Canada Express, Opb Jazz Aviation",0,Substantial,2019
2019-05-11,Cessna 208B Supervan 900,Parachutisme Nouvel Air,0,Substantial,2019
2019-05-12,Embraer Erj-190Lr,Myanmar National Airlines,0,Minor,2019
2019-05-13,Boeing 737-9B5,Korean Air,0,None,2019
2019-05-13,De Havilland Canada Dhc-3T Vazar Turbine Otter,Taquan Air,0,Substantial,2019
2019-05-18,Gulfstream American G-1159 Gulfstream Ii Sp,Private,0,Written Off,2019
2019-05-22,Cessna S550 Citation S/Ii,Private,2,Written Off,2019
2019-05-22,Antonov An-2R,Private,0,Written Off,2019
2019-05-24,Cessna 560 Citation Encore,Jet Sales Llc,1,Written Off,2019
2019-05-25,Boeing 737-8H4 (Wl),Southwest Airlines,0,None,2019
2019-05-25,Airbus A320-214 (Wl),Batik Air,0,None,2019
2019-05-28,Airbus A320-232,Jetblue Airways,0,None,2019
2019-05-29,Antonov An-124-100,Libyan Air Cargo,0,Written Off,2019
2019-06-03,Antonov An-32,Indian Air Force - Iaf,13,Written Off,2019
2019-06-07,Antonov An-2T,Tso Ukrayiny,0,Substantial,2019
2019-06-09,Boeing 737-924Er (Wl),United Airlines,0,Substantial,2019
2019-06-09,Antonov An-2R,Feniks,0,Substantial,2019
2019-06-11,Casa C-212 Aviocar 200,Ep Aviation,0,Substantial,2019
2019-06-13,Beechcraft B200 Super King Air,Unknown,0,Written Off,2019
2019-06-15,Atr 42-320,Map Linhas Aéreas,0,Substantial,2019
2019-06-15,Boeing 757-224 (Wl),United Airlines,0,Substantial,2019
2019-06-17,Boeing 737-8H4 (Wl),Southwest Airlines,0,Substantial,2019
2019-06-17,Cessna 680 Citation Sovereign,Banco Macro,0,Substantial,2019
2019-06-18,Airbus A330-243,Hong Kong Airlines,0,None,2019
2019-06-20,Antonov An-2R,Navigator,1,Written Off,2019
2019-06-21,Basler Bt-67 Turbo 67 (Dc-3T),North Star Air,0,Substantial,2019
2019-06-23,Antonov An-2R,Phoenix Air Llc,0,Written Off,2019
2019-06-24,Hawker Siddeley Hs-125-400,Unknown,0,Written Off,2019
2019-06-26,Rockwell Sabreliner 65,Yankee Dawdle Llc,0,Minor,2019
2019-06-27,Cessna 560 Citation V,Mueller Aero Inc,0,Minor,2019
2019-06-27,British Aerospace 3212 Jetstream 31,Transmandu,0,Written Off,2019
2019-06-27,Antonov An-24Rv,Angara Airlines,2,Written Off,2019
2019-06-28,Saab 340A,Western Air,0,Substantial,2019
2019-06-29,Cessna 208B Supervan 900,Isr Aviation Llc,0,Substantial,2019
2019-06-30,Dassault Falcon 900B,Warren Transportation Llc,0,Written Off,2019
2019-06-30,Antonov An-2T,"Dosaaf, Gvardeysky Atsk",0,Substantial,2019
2019-06-30,Beechcraft B300 King Air 350I,Ee Operations Llc,10,Written Off,2019
2019-07-01,Boeing 737-85R,Spicejet,0,Substantial,2019
2019-07-08,Canadair Cl-215-6B11 (Cl-415),Gouvernement Du Québec,0,Substantial,2019
2019-07-08,Cessna 208B Grand Caravan,Grant Aviation,0,Written Off,2019
2019-07-08,Airbus A320-214,Afriqiyah Airways,0,Minor,2019
2019-07-09,Antonov An-2,Unknown,0,Substantial,2019
2019-07-09,Boeing 737-8K2 (Wl),Klm Royal Dutch Airlines,0,Minor,2019
2019-07-09,Airbus A320-214 (Wl),Easyjet Europe,0,Minor,2019
2019-07-10,Airbus A380-861,Emirates,0,None,2019
2019-07-12,Atr 42-500,Sky Express,0,Substantial,2019
2019-07-12,Cessna 525 Citationjet,"Omicron Business Services, Llc",0,Substantial,2019
2019-07-13,Beechcraft B200 Super King Air,Unknown,0,Written Off,2019
2019-07-16,Antonov An-2,Unknown,0,Written Off,2019
2019-07-17,Cessna 550 Citation Ii,Avia Jet Llc,0,Written Off,2019
2019-07-19,De Havilland Canada Dhc-8-402Q Dash 8,Westjet Encore,0,Substantial,2019
2019-07-20,Atr 42-500,Pakistan International Airlines - Pia,0,Substantial,2019
2019-07-22,Boeing 767-322Er (Wl),United Airlines,0,None,2019
2019-07-23,Boeing 757-324 (Wl),United Airlines,0,Substantial,2019
2019-07-23,Boeing 737-36N (Wl),Air Peace,0,Substantial,2019
2019-07-24,Boeing 777-333Er,Air Canada,0,None,2019
2019-07-25,Ilyushin Il-76Td,Europe Air,1,Written Off,2019
2019-07-25,Ilyushin Il-76Td,Europe Air,0,Written Off,2019
2019-07-26,Cessna 208 Caravan 675,Seair Seaplanes,4,Written Off,2019
2019-07-27,Fairchild Sa227-Ac Metro Iii,Sierra West Airlines,0,Substantial,2019
2019-07-30,Avro Rj85,Cobham Aviation Services,0,Substantial,2019
2019-07-30,Airbus A319-114,Lufthansa,0,Substantial,2019
2019-07-30,Unknown,Fuerza Aérea De Guinea Ecuatorial,0,Written Off,2019
2019-07-30,Beechcraft B300 King Air 350I,Pakistan Army Aviation Corps,0,Written Off,2019
2019-07-31,Douglas Dc-3C,Bush Air Fuel,0,Substantial,2019
2019-07-31,Bombardier Crj-900Er,"American Eagle, Opb Mesa Airlines",0,Substantial,2019
2019-08-01,Douglas C-118A Liftmaster (Dc-6A),Everts Air Cargo,0,Substantial,2019
2019-08-02,Airbus A330-243,Thomas Cook Airlines,0,Minor,2019
2019-08-02,Shijiazhuang Y-5B(D),Liaoning Star General Aviation,0,Substantial,2019
2019-08-02,Boeing 787-8 Dreamliner,Air Canada,0,Minor,2019
2019-08-02,Airbus A340-313,Edelweiss Air,0,Substantial,2019
2019-08-04,Antonov An-2,Dosaaf Tajikistan,1,Written Off,2019
2019-08-05,Airbus A320-232,United Airlines,0,Substantial,2019
2019-08-06,Cessna 510 Citation Mustang,Private,1,Written Off,2019
2019-08-06,Cessna 208B Supervan 900,Alkan Air,2,Written Off,2019
2019-08-06,Cessna 208B Grand Caravan,Tropical Air,0,Written Off,2019
2019-08-06,Ilyushin Il-76Td,Skyaviatrans,0,Written Off,2019
2019-08-06,Cessna 560Xls+ Citation Xls+,Aerowest,0,Written Off,2019
2019-08-07,British Aerospace 3201 Jetstream 32,Sarpa - Servicios Aéreos Panamericanos,0,Substantial,2019
2019-08-07,Hs-125/Bae-125,Unknown,0,Written Off,2019
2019-08-08,Airbus A320-232,Jetblue Airways,0,None,2019
2019-08-08,Bombardier Cl-600-2B16 Challenger 604,Netjets,0,None,2019
2019-08-08,Airbus A321-211 (Wl),Frontier Airlines,0,Substantial,2019
2019-08-10,Canadair Cl-600-2B16 Challenger 601,Private,0,Substantial,2019
2019-08-12,Boeing 787-9 Dreamliner,Norwegian Air Uk,0,Minor,2019
2019-08-14,De Havilland Canada Dhc-6 Twin Otter 200,Fuerza Aérea Argentina - Faa,0,Substantial,2019
2019-08-14,Beechcraft Super King Air,Unknown,0,Written Off,2019
2019-08-15,Boeing 787-8 Dreamliner,All Nippon Airways - Ana,0,None,2019
2019-08-15,De Havilland Canada Dhc-6 Twin Otter 300,Berry Aviation,0,Substantial,2019
2019-08-15,Cessna 680A Citation Latitude,Jrm Air Llc,0,Written Off,2019
2019-08-15,Airbus A321-211,Ural Airlines,0,Substantial,2019
2019-08-16,De Havilland Canada Dhc-8-200,Safarilink,0,Substantial,2019
2019-08-18,Cessna 208B Grand Caravan Ex,Mokulele Airlines,0,Substantial,2019
2019-08-18,Boeing 757-251 (Wl),Delta Air Lines,0,Substantial,2019
2019-08-21,Airbus A340-642,Virgin Atlantic Airways,0,None,2019
2019-08-21,Cessna 750 Citation X,Fuerza Aérea Venezolana - Fav,0,Written Off,2019
2019-08-21,Cessna 208B Super Cargomaster,Morningstar Air Express,0,Substantial,2019
2019-08-21,Cessna 560Xl Citation Excel,Delta Private Jets,0,Written Off,2019
2019-08-22,Airbus A380-861,Emirates,0,Substantial,2019
2019-08-23,Antonov An-2T,Club Tiroler Adler,0,Substantial,2019
2019-08-25,Lockheed C-130A Hercules,International Air Response,0,Substantial,2019
2019-08-26,Mcdonnell Douglas Md-88,Delta Air Lines,0,None,2019
2019-08-27,Airbus A320-251N,Frontier Airlines,0,None,2019
2019-08-27,Airbus A330-343,Air China,0,Substantial,2019
2019-08-27,Cessna 560Xl Citation Excel,Air Charter Services,0,Written Off,2019
2019-08-28,Cessna 525 Citationjet Cj1+,Lenox Handels Und Speditions Gmbh,0,Substantial,2019
2019-08-28,Antonov An-2R,Private,0,Substantial,2019
2019-08-30,Antonov An-2R,Private,2,Written Off,2019
2019-08-31,Cessna 510 Citation Mustang,Star Jet Llc,0,Substantial,2019
2019-09-01,Airbus A330-202,Libyan Airlines,0,Minor,2019
2019-09-01,Beechcraft B300 King Air 350,Lionair Inc.,9,Written Off,2019
2019-09-02,British Aerospace Bae-125-700A,Private,2,Written Off,2019
2019-09-05,Cessna 560Xls+ Citation Xls+,Jet 24 Gmbh,0,Substantial,2019
2019-09-06,Airbus A319-132,Spirit Airlines,0,None,2019
2019-09-07,Atr 72-600 (72-212A),"Regional Express Américas, Opf Avianca",0,Substantial,2019
2019-09-09,Airbus A319-112,Eurowings,0,None,2019
2019-09-11,Bombardier Crj-701Er,"Skywest Airlines, Opf American Eagle",0,Substantial,2019
2019-09-11,Bombardier Crj-701Er,"Skywest Airlines, Opf American Eagle",0,Substantial,2019
2019-09-11,British Aerospace Bae-125-700A,Private,0,Unknown,2019
2019-09-11,Cessna 208 Supervan 900,Gojump,1,Written Off,2019
2019-09-11,Convair Cv-440,Ferreteria E Implementos San Francisco,2,Written Off,2019
2019-09-16,Cessna 208B Grand Caravan,Twoflex,0,Written Off,2019
2019-09-18,Britten-Norman Bn-2A-21 Islander,Caroline Islands Air,0,Written Off,2019
2019-09-18,Viking Air Dhc-6 Twin Otter 400,"Rimbun Air, Opb Carpediem Aviation",4,Written Off,2019
2019-09-20,Cessna 208B Grand Caravan,Private,0,Substantial,2019
2019-09-23,Britten-Norman Bn-2A-27 Islander,Flymontserrat,0,Substantial,2019
2019-09-23,Cessna 208B Grand Caravan Ex,Auric Air,2,Written Off,2019
2019-09-24,Cessna 208B Grand Caravan,Gobernación Del Estado Bolívar,0,Substantial,2019
2019-09-24,Cessna 208 Caravan,Department Of Royal Rainmaking And Agricultural Aviation,2,Written Off,2019
2019-09-30,Antonov An-12Bk,Cavok Air,0,Substantial,2019
2019-09-30,Gulfstream American G-1159 Gulfstream Ii B,Private,0,Written Off,2019
2019-10-01,Boeing 777-31Her,Emirates,0,None,2019
2019-10-02,Boeing B-17G Flying Fortress,The Collings Foundation,7,Written Off,2019
2019-10-04,Antonov An-12Bk,Ukraine Air Alliance,5,Substantial,2019
2019-10-07,Hawker 800Xp,Delta Private Jets,0,Substantial,2019
2019-10-07,Honda Ha-420 Hondajet,Pro By Air,0,Substantial,2019
2019-10-10,Antonov An-72,Air Force Of The Democratic Republic Of The Congo,8,Written Off,2019
2019-10-11,De Havilland Canada Dhc-6 Twin Otter 100,Skydive Georgia,0,Substantial,2019
2019-10-11,Fokker 50,Silverstone Air Services,0,Written Off,2019
2019-10-12,Embraer Emb-110P1 Bandeirante,Pineapple Air,0,Minor,2019
2019-10-12,Atr 42-600,Japan Air Commuter,0,None,2019
2019-10-16,Bombardier Global Express,Elite Air Inc,0,None,2019
2019-10-17,Saab 2000,Penair - Peninsula Airways,1,Substantial,2019
2019-10-18,Airbus Cc-150 Polaris (A310-300),Royal Canadian Air Force - Rcaf,0,Substantial,2019
2019-10-18,Douglas Dc-3C,Atlantic Air Cargo,0,Unknown,2019
2019-10-22,Canadair Cl-600-2B19 Regional Jet Crj-200Lr,"Delta Connection, Opb Endeavor Air",0,Substantial,2019
2019-10-22,Basler Bt-67 Turbo 67 (Dc-3T),Fuerza Aérea Salvadoreña,0,Substantial,2019
2019-10-25,Rockwell Sabreliner 65,Private,0,Written Off,2019
2019-10-25,Beechcraft 200 Super King Air,Private,0,Substantial,2019
2019-10-26,De Havilland Canada Dhc-3T/M601 Turbine Otter,Blue Water Aviation Services,3,Written Off,2019
2019-10-26,Airbus A330-341,Garuda Indonesia Airways,0,None,2019
2019-10-27,Gulfstream American G-1159 Gulfstream Ii Sp,Private,0,Written Off,2019
2019-10-27,Let L-410Uvp,Abeer Air Services,0,Written Off,2019
2019-10-29,De Havilland Canada Dhc-8-402Q Dash 8,Horizon Air,0,Substantial,2019
2019-10-31,Cessna 208B Super Cargomaster,"Corporate Air, Opf Fedex",0,Minor,2019
2019-11-03,Boeing 787-8 Dreamliner,Avianca,0,None,2019
2019-11-05,Learjet 35A,Usmx Airlink,0,Substantial,2019
2019-11-11,Boeing 747-428Erf,Act Airlines,0,None,2019
2019-11-11,British Aerospace Bae-125-700A,Private,0,Written Off,2019
2019-11-11,Embraer Emb-145Lr (Erj-145Lr),"American Eagle, Opb Envoy Air",0,Substantial,2019
2019-11-14,Cessna 550 Citation Ii,José João Abdalla Filho,5,Written Off,2019
2019-11-15,Cessna 560 Citation Encore,Etg Aviation Llc,0,Substantial,2019
2019-11-15,Cessna 525B Citationjet Cj3,Pilot Point Consultancy Llc,0,Substantial,2019
2019-11-16,Bombardier Crj-900,unknown,0,Substantial,2019
2019-11-16,Airbus A330-243,Air Namibia,0,Minor,2019
2019-11-16,Boeing 777-3B5Er,Korean Air,0,Substantial,2019
2019-11-21,Boeing 737-8F2 (Wl),Thy Turkish Airlines,0,Substantial,2019
2019-11-21,Gulfstream G150,Tahe Havacilik,0,Substantial,2019
2019-11-22,Boeing 737-401,Avior Airlines,0,Substantial,2019
2019-11-23,Boeing 737-800,unknown,0,None,2019
2019-11-23,Beechcraft B200 King Air,Private,0,Written Off,2019
2019-11-24,Dornier 228-201,Busy Bee Congo,0,Written Off,2019
2019-11-25,De Havilland Canada Dhc-8-311 Dash 8,Proflight Air Services,0,Substantial,2019
2019-11-25,Mcdonnell Douglas Md-88,Delta Air Lines,0,Substantial,2019
2019-11-26,Cessna 208B Grand Caravan,Tropicair,0,None,2019
2019-12-01,British Aerospace Bae-125-700A,Private,0,Written Off,2019
2019-12-01,Beechcraft B99 Airliner,Flamingo Air Charter,0,Substantial,2019
2019-12-02,British Aerospace Bae-125-700A,Private,0,Written Off,2019
2019-12-03,British Aerospace Bae-125-800A,Business Jet Managers Inc,0,Substantial,2019
2019-12-03,Basler Bt-67 Turbo 67 (Dc-3T),North Star Air,0,Substantial,2019
2019-12-04,Beechcraft 200 Super King Air,Private,2,Written Off,2019
2019-12-06,British Aerospace Bae-125-800A,Private,0,Written Off,2019
2019-12-09,Lockheed C-130H Hercules,Fuerza Aérea De Chile,38,Written Off,2019
2019-12-09,Cessna 208B Super Cargomaster,Martinaire,1,Written Off,2019
2019-12-10,De Havilland Canada Dhc-8-402Q Dash 8,Ethiopian Airlines,0,Substantial,2019
2019-12-15,Airbus A330-202,Qantas,0,None,2019
2019-12-15,Embraer Emb-145Lr,"Piedmont Airlines, Opf American Eagle",0,None,2019
2019-12-15,Grumman American G-1159 Gulfstream Iisp,Private,0,Written Off,2019
2019-12-16,Embraer Erj-140Lr,"Envoy Air, Opf American Eagle",0,None,2019
2019-12-16,Airbus A330-243,Air Europa,0,None,2019
2019-12-16,Beechcraft 200 Super King Air,Private,0,Written Off,2019
2019-12-17,Beechcraft B300 King Air 350,Ritch Air Llc,0,Substantial,2019
2019-12-18,Embraer Erj-190Ar,American Airlines,0,None,2019
2019-12-18,Beechcraft 200 Super King Air,Wl Aviation Llc,0,Substantial,2019
2019-12-18,Cessna 525A Citationjet Cj2,C-Ghgr Holdings,0,Substantial,2019
2019-12-18,Beechcraft 200 Super King Air,Private,0,Written Off,2019
2019-12-19,Boeing 737-924Er (Wl),United Airlines,0,None,2019
2019-12-19,Beechcraft A100 King Air,Representaciones Aero3,9,Written Off,2019
2019-12-21,Boeing 737-7Bd (Wl),Southwest Airlines,0,Substantial,2019
2019-12-22,Boeing 737-824 (Wl),United Airlines,0,Substantial,2019
2019-12-24,Cessna 208B Grand Caravan,Calafia Airlines,2,Written Off,2019
2019-12-25,Airbus A320-232 (Wl),Tigerair Taiwan,0,None,2019
2019-12-27,Cirrus Sf50 Vision Jet,Private,0,Substantial,2019
2019-12-27,Fokker 100,Bek Air,12,Written Off,2019
2019-12-28,Let L-410Uvp-E,Air Fast Congo,0,Substantial,2019
2019-12-29,Cessna 560Xl Citation Xls,Sunny Sky,0,Substantial,2019
2018-01-01,Airbus A319-111,Easyjet,0,None,2018
2018-01-03,Airbus A319-131,British Airways,0,None,2018
2018-01-04,Gulfstream G150,Private Airlines Germany,0,Substantial,2018
2018-01-05,Boeing 737-8Fh (Wl),Sunwing Airlines,0,Substantial,2018
2018-01-05,Boeing 737-8Ct (Wl),Westjet,0,Substantial,2018
2018-01-06,Boeing 777-369Er,Kuwait Airways,0,Substantial,2018
2018-01-06,Antonov An-2Tp,Unknown,0,Written Off,2018
2018-01-07,Cessna 208B Grand Caravan,Unknown,0,Written Off,2018
2018-01-09,Embraer Emb-110P1 Bandeirante,Pineapple Air,0,Substantial,2018
2018-01-10,De Havilland Canada Dhc-8-402Q Dash 8,Lot Polskie Linie Lotnicze,0,Substantial,2018
2018-01-10,Gulfstream G200,Air Taxi Ph,0,Substantial,2018
2018-01-10,Fairchild Sa227-At Merlin Ivc,Ameriflight,0,Substantial,2018
2018-01-13,Boeing 737-82R (Wl),Pegasus Airlines,0,Substantial,2018
2018-01-15,Airbus A319-111,Afriqiyah Airways,0,Substantial,2018
2018-01-16,Antonov An-2,Kazakhstan Air Defence Force,0,Written Off,2018
2018-01-16,British Aerospace Bae-748-347 Srs. 2A,Bismillah Airlines,0,Substantial,2018
2018-01-17,Embraer Erj-190Ar,Fastjet,0,None,2018
2018-01-17,Iptn/Casa Cn-235M-100,Türk Hava Kuvvetleri (Turkish Air Force),3,Written Off,2018
2018-01-18,Convair Cv-580F,Air Tribe,0,Substantial,2018
2018-01-20,Let L-410Uvp,Galeyr Airline,0,Substantial,2018
2018-01-20,Embraer Emb-120Er Brasilia,"Delegation Of The Eu To Somalia, Lsf Airtraffic Africa",0,Unknown,2018
2018-01-25,Airbus A320,Unknown,0,Substantial,2018
2018-01-25,Gulfstream G200,Nestoil,0,Substantial,2018
2018-01-29,Shaanxi Y-8Gx-3,People'S Liberation Army - Air Force - Plaaf,12,Written Off,2018
2018-02-01,Airbus A330-202,Qantas,0,None,2018
2018-02-04,Raytheon Beechjet 400A,"Travel Management, Inc",0,Substantial,2018
2018-02-10,Boeing 737-8As (Wl),Ryanair,0,None,2018
2018-02-11,Antonov An-148-100B,Saratov Airlines,71,Written Off,2018
2018-02-13,Airbus A330-223,Delta Air Lines,0,None,2018
2018-02-16,Fokker 100,Qeshm Air,0,Substantial,2018
2018-02-18,Atr 72-212,Iran Aseman Airlines,66,Written Off,2018
2018-02-20,Mcdonnell Douglas Md-83,Dana Air,0,Substantial,2018
2018-02-21,Cessna 208B Grand Caravan,Army Parachute Association,0,Minor,2018
2018-02-23,Beechcraft B100 King Air,Island Express Air,0,Substantial,2018
2018-02-24,Airbus A330-323,Delta Air Lines,0,None,2018
2018-02-26,Beechcraft A100 King Air,Strait Air,0,Substantial,2018
2018-02-28,Airbus A320-214,Smartlynx Airlines Estonia,0,Substantial,2018
2018-03-01,Beechcraft 200 Super King Air,Unknown,0,Substantial,2018
2018-03-04,Boeing 737-322 (Sf),Serve Air,0,Substantial,2018
2018-03-06,Antonov An-26,Russian Air Force,39,Written Off,2018
2018-03-10,Learjet 31,N500Mp Llc,0,Substantial,2018
2018-03-11,Bombardier Cl-600-2B16 Challenger 604,Mc Aviation,11,Written Off,2018
2018-03-12,De Havilland Canada Dhc-8-402Q Dash 8,Us-Bangla Airlines,51,Written Off,2018
2018-03-14,Boeing 777-31Her,Emirates,1,None,2018
2018-03-15,Cessna 208 Caravan I,West Coast Air Services,0,Written Off,2018
2018-03-15,Beechcraft B200 Super King Air,Unknown,0,Written Off,2018
2018-03-16,Beechcraft C99 Commuter,Ameriflight,0,Substantial,2018
2018-03-17,Canadair Cl-600-2B19 Regional Jet Crj-200Er,"Air Canada Express, Opb Jazz Aviation",0,Substantial,2018
2018-03-20,De Havilland Canada Dhc-6 Twin Otter 300,Bald Mountain Air Services,0,Substantial,2018
2018-03-21,Gulfstream V,Peyton Holdings Llc,0,None,2018
2018-03-22,Airbus A320-232,unknown,0,None,2018
2018-03-23,Boeing 737-8K5 (Wl),"Smartwings, Opf Israir",0,None,2018
2018-03-26,Casa C-212 Aviocar 200,Bighorn Airways,0,Substantial,2018
2018-03-26,Casa C-212 Aviocar,Bighorn Airways,0,Unknown,2018
2018-03-27,Airbus A319-111,Easyjet,0,Substantial,2018
2018-03-28,Boeing 767-3Q8Er,El Al Israel Airlines,0,Substantial,2018
2018-03-28,Boeing 737-76J (Wl),Germania,0,Substantial,2018
2018-03-29,Beechcraft 99 Airliner,Lake Clark Air,0,Substantial,2018
